ProbeName 	SystematicName 	Ctnnb1..EKUTA.1. 	Ctnnb1..EKUTA.2. 	Ras..EKUTA.3. 	Ctnnb1..EKUTA.4. 	Ctnnb1..EKUTA.5. 	Ctnnb1..EKUTA.6. 	Ctnnb1..EKUTA.7. 	Ctnnb1..EKUTA.8. 	Ras..EKUTA.9. 	Ras..EKUTA.10. 	n.l..Ctnnb1..EKUTA.NT.1. 	n.l..Ctnnb1..EKUTA.NT.2. 	n.l..Ras..EKUTA.NT.3. 	n.l..Ctnnb1..EKUTA.NT.4. 	n.l..Ctnnb1..EKUTA.NT.5. 	n.l..Ctnnb1..EKUTA.NT.6. 	n.l..Ctnnb1..EKUTA.NT.8. 	n.l..Ras..EKUTA.NT.9. 	n.l..Ras..EKUTA.NT.10. 	Ctnnb1 	 Ras 	 N.l. (Ctnnb1) 	 N.l. (Ras) 	FC  Ctnnb1 	 FC  Ras 	 FC  Ctnnb1  vs.  Ras 	 FC  N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1) 	 Ras  vs.  N.l. (Ras) 	 Ctnnb1  vs.  Ras 	 N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1)  ADJ 	 Ras  vs.  N.l. (Ras)  ADJ 	 Ctnnb1  vs.  Ras  ADJ 	 N.l. (Ctnnb1)  vs.  N.l. (Ras)  ADJ 
A_54_P2959 	 mmu-miR-450b-3p 	3.135863	0.4750849	0	1.589763	0	0	0	1.411426	2.070389	2.324811	0	3.255501	0	1.104337	0	0.07038933	2.277985	1.144046	0	0.9445911	1.465067	1.118035	0.3813488	-0.1734441	1.083718	-0.5204755	0.7366865	0.8140063	0.282313	0.581555	0.3147315	0.950702	0.928386	0.9676963	0.8585158
A_54_P2960 	 mmu-miR-450b-3p 	2.572849	1.45842	1.940192	1.311944	1.030751	0.8108525	1.617942	0.9680397	2.449856	1.076046	1.310734	1.091481	1.09369	2.157685	1.204371	1.770948	1.747725	1.125856	1.383961	1.395828	1.822031	1.547157	1.201169	-0.1513292	0.6208624	-0.4262031	0.3459885	0.5996568	0.2588013	0.4155329	0.1139921	0.8851531	0.928386	0.955219	0.6241271
A_54_P2961 	 mmu-miR-450b-3p 	1.049344	1.434553	1.508936	2.35924	2.482892	0.7080909	2.527849	2.010429	3.086092	2.1641	2.176458	2.231037	2.229728	2.269441	1.344647	2.319675	2.222951	2.673068	1.994209	1.796057	2.253043	2.094035	2.299002	-0.297978	-0.04595895	-0.4569858	-0.2049667	0.3704438	0.9329325	0.4464793	0.4543285	0.7338608	0.9761747	0.955219	0.891705
A_54_P2975 	 mmu-miR-741 	0.9359218	0.6345166	0.8655916	0.9780283	1.484009	1.548805	0.1780719	0.1836855	0.6947834	2.378357	0.2218033	1.18859	0.5454267	3.032614	3.11587	0.320773	1.607684	0.7427134	2.084538	0.8490054	1.312911	1.581222	1.124226	-0.7322168	0.1886847	-0.4639052	0.4569964	0.2338862	0.8066339	0.4858481	0.5427151	0.643484	0.9673888	0.9622266	0.8997099
A_54_P2976 	 mmu-miR-741 	1.332145	0.1583616	1.148231	1.181264	0.9973478	0.803085	0	0.9248904	1.118639	1.65409	1.774793	1.111339	0.6482861	0.2227669	1.0018	1.244119	1.868073	1.215773	2.512113	0.7710134	1.306987	1.203815	1.458724	-0.4328017	-0.1517368	-0.5359736	-0.2549088	0.1924414	0.8139328	0.07914634	0.7026952	0.5966456	0.9673888	0.5819141	0.9510076
A_54_P2982 	 mmu-miR-181d 	1.484448	1.405953	0.7413282	1.645604	0.7342563	2.023991	1.022208	2.484093	1.898381	2.193261	1.68144	1.573788	1.332895	1.252106	0.3522571	1.671485	1.625207	2.06	1.219578	1.542936	1.61099	1.35938	1.537491	0.1835558	0.07349882	-0.06805364	-0.1781107	0.5619163	0.8949782	0.8993206	0.6222117	0.8626293	0.9761747	0.9829443	0.9166936
A_54_P3010 	 mmu-miR-882 	0.6476852	0.2630344	0.6345166	2.220061	0.1008169	0.5488054	0.9872647	0.9648955	0.7529455	1.912547	1.80168	1.959327	1.528292	2.126382	0.3114652	2.153729	1.908812	1.74145	0.6345166	0.8189376	1.100003	1.710232	1.301419	-0.8912948	-0.2014165	-0.2810654	0.4088129	0.04322908	0.7239871	0.5954905	0.3995722	0.4391164	0.9605641	0.9676963	0.8770813
A_54_P3012 	 mmu-miR-882 	2.669027	0	0	4.240314	1.207893	0	3.336283	0	2.563158	0	1.292782	3.304511	4.129283	2.448901	2.144046	0	2.400538	0.722466	2.014355	1.636217	0.854386	1.931796	2.288701	-0.2955796	-1.434315	0.7818307	-0.3569051	0.7252709	0.3363201	0.5064661	0.766888	0.9191755	0.928386	0.9634981	0.9556333
A_54_P3013 	 mmu-miR-882 	1.22275	1.73544	1.076835	0.9003401	1.571548	1.422163	1.146625	1.073614	1.315476	1.710745	2.317908	1.69542	1.800292	2.772407	1.868954	0.573578	0.5932452	1.588185	3.014514	1.296069	1.367685	1.636919	2.13433	-0.34085	-0.766645	-0.07161656	-0.4974116	0.408206	0.2202994	0.758501	0.4291396	0.7611958	0.928386	0.9676963	0.8827248
A_54_P3038 	 mmu-miR-876-5p 	2.229588	0	2.650765	0	0	2.558268	0	1.124328	2.485427	0.6780719	0	0	2.41684	0	0	1.948601	1.678072	4.217231	2.831877	0.8445977	1.938088	0.6044455	3.155316	0.2401522	-1.217228	-1.09349	-2.55087	0.6851892	0.2196731	0.2258694	0.01794457	0.915027	0.928386	0.834312	0.2639315
A_54_P3040 	 mmu-miR-876-5p 	2.125348	1.311301	1.523193	1.212461	2.486695	0.5588475	0	0.7630344	0	2.135115	1.212461	0.755481	1.50384	2.054179	1.06711	0.8677611	1.468672	2.366582	1.361178	1.208241	1.219436	1.237611	1.743867	-0.02936961	-0.5244308	-0.01119492	-0.5062561	0.9403325	0.5139787	0.9884527	0.2491679	0.986231	0.9317511	0.9948964	0.8373919
A_54_P3044 	 mmu-miR-876-3p 	1.262241	1.777521	1.767165	2.506825	1.146337	0.9225869	0.8824996	0.6111658	1.638582	1.54587	1.647763	1.489192	0.4758687	1.771479	2.440641	1.423335	2.57181	1.479129	2.596524	1.301311	1.650539	1.890703	1.517174	-0.5893924	0.1333653	-0.3492282	0.3735295	0.08975231	0.8482485	0.2102719	0.6113558	0.4840295	0.9712062	0.8240097	0.90756
A_54_P3053 	 mmu-miR-147 	1.85997	0.9927684	0.5360529	0	1.895303	0	0	0	2.469886	0.7739963	0	0	0.3448285	2.771886	0.8953026	2.702658	2.053111	0.0976108	0	0.6782915	1.259978	1.403826	0.1474798	-0.7255347	1.112499	-0.5816869	1.256346	0.2743607	0.2065414	0.4595442	0.06113747	0.6598331	0.928386	0.955219	0.469499
A_54_P3057 	 mmu-miR-18b 	2.903038	0	0	0	2.464668	0	2.920293	1.395063	1.298658	0	3.255501	3.061776	2.763412	0.8155754	0	1.827819	2.017922	0.2387869	1.333424	1.383295	0.4328861	1.829766	1.445207	-0.4464709	-1.012321	0.9504086	0.3845582	0.5562956	0.3131065	0.2046874	0.6889232	0.860708	0.928386	0.8221174	0.9510076
A_54_P3080 	 mmu-miR-421 	0.1407443	1.433082	1.491	1.896165	0	0	1.269074	0.9026943	1.102243	2.038506	1.018167	0.09955277	1.820595	0.8073392	0.7811549	0.790092	0.7373778	1.008028	0.8241626	0.8059656	1.543917	0.705614	1.217595	0.1003516	0.3263214	-0.737951	-0.5119812	0.7598248	0.470466	0.109863	0.2293406	0.9440743	0.928386	0.654547	0.8234925
A_54_P3088 	 mmu-miR-465b-5p 	2.01078	2.440952	0	0	1.996389	0.5558162	2.117695	0	2.538538	1.182692	2.531069	2.678072	0	0	0	1.863938	2.121015	0	3.364572	1.30309	1.24041	1.532349	1.121524	-0.2292589	0.118886	0.06268013	0.4108251	0.7285932	0.9342156	0.9446681	0.7611437	0.9191755	0.9761747	0.9922076	0.9556333
A_54_P3095 	 mmu-miR-466b-5p 	0	2.344828	0	0.02856915	0	1.339137	0.7990873	2.353323	0.722466	3.250962	0.1890338	0	1.811471	0	2.702658	0.704872	0	2.883621	2.833902	0.9807065	1.324476	0.5994272	2.509665	0.3812793	-1.185189	-0.3437693	-1.910237	0.5327314	0.3541274	0.7700442	0.01205334	0.8456466	0.928386	0.9676963	0.2163996
A_54_P3113 	 mmu-miR-466f-5p 	0.7824086	2.035624	2.189034	0	0.5558162	0	0	0	0.5360529	0	0	0	0.9634741	0	2.344828	2.931683	4.566815	1.891419	2.304511	0.4819784	0.9083622	1.640554	1.719801	-1.158576	-0.8114392	-0.4263839	-0.079247	0.215608	0.3627055	0.5973647	0.9312738	0.6169328	0.928386	0.9676963	0.9757347
A_54_P3120 	 mmu-miR-466g 	3.144046	0	0	0.08406426	0	1.735522	2.028569	2.889474	2.166715	0	0	0.5655972	3.776104	0	1.922198	1.687061	0	0	2.104337	1.411668	0.7222385	0.6958093	1.960147	0.7158586	-1.237908	0.6894294	-1.264338	0.285422	0.4056176	0.4798197	0.3680441	0.6738402	0.928386	0.9618263	0.8744774
A_54_P3124 	 mmu-miR-466h 	0	2.725825	1.131517	1.612483	1.040329	3.103576	0	1.809718	0.2057131	0.5945169	0.820773	3.30168	2.943367	1.045427	0	1.551262	1.877444	3.000496	2.760085	1.470276	0.6439157	1.432764	2.901316	0.03751163	-2.2574	0.82636	-1.468552	0.9549428	0.009811944	0.1593627	0.02322938	0.986231	0.928386	0.7569942	0.2939849
A_54_P3147 	 mmu-miR-509-3p 	0	2.217231	0	2.304511	2.070389	2.090853	0	2.944858	1.903038	2.689299	1.827819	0	2.422233	2.754888	0	0.4956952	2.682573	0	2.053111	1.66112	1.530779	1.293496	1.491781	0.3676246	0.0389977	0.1303413	-0.1982856	0.6047215	0.9733685	0.894719	0.8396951	0.8872432	0.9913462	0.9829443	0.9646805
A_54_P3148 	 mmu-miR-509-3p 	2.214272	2.000225	0	0.9398529	2.164713	2.750528	1.544537	1.671085	1.968536	2.689299	1.421992	0.7630344	1.166712	2.211856	0.5351947	1.84465	3.734585	1.29188	1.386998	1.897888	1.552612	1.751885	1.281863	0.1460024	0.2707483	0.3452761	0.470022	0.7873715	0.7686124	0.7139478	0.3686766	0.9487774	0.9608407	0.9676963	0.8744774
A_54_P3149 	 mmu-miR-509-3p 	2.149137	2.273277	0	0.9412498	2.321361	0.9089437	1.886884	0.7771204	1.452702	1.482433	2.217247	1.988495	0.9274695	1.945449	0.5892183	2.320371	3.648885	2.064296	0.6726406	1.608282	0.9783782	2.118277	1.221469	-0.5099956	-0.2430907	0.6299037	0.8968086	0.3149135	0.727679	0.334089	0.181899	0.6915453	0.9605641	0.9199585	0.7758346
A_54_P3150 	 mmu-miR-568 	0.7474292	1.934938	0.78302	1.418477	0.9037794	0.8810977	1.445547	1.210361	1.479686	1.178823	1.906379	0.5876157	0.8358828	1.756579	0.9477238	0.5904667	2.482572	0.9611415	1.421455	1.220233	1.147176	1.378556	1.072826	-0.1583231	0.07434995	0.07305655	0.3057296	0.6698477	0.7961777	0.7876046	0.4316952	0.9085656	0.9673888	0.9676963	0.8827248
A_54_P3151 	 mmu-miR-568 	1.735847	1.174828	2.287458	0.7767572	0.482967	2.109492	1.741429	0.6369109	1.594844	0.9835579	1.246875	1.676864	1.359081	2.401541	1.830562	1.574683	1.648349	2.819347	1.593314	1.23689	1.621953	1.729812	1.923914	-0.4929221	-0.301961	-0.3850628	-0.1941016	0.1151741	0.6360253	0.4400904	0.7174942	0.5086173	0.9605641	0.955219	0.9510076
A_54_P3159 	 mmu-miR-574-3p 	1.70044	1.560715	3.906891	0	1.550901	1.918386	2.182692	1.526069	0	0	2.229588	0.704872	2.673556	2.536053	0	3.070389	0	2.639232	0	1.491315	1.302297	1.423484	1.77093	0.06783098	-0.4686327	0.1890178	-0.3474458	0.9148763	0.782731	0.8990276	0.7575315	0.9829655	0.9668293	0.9829443	0.9556333
A_54_P3187 	 mmu-miR-449b 	2.313246	0	1.510962	2.599318	0	2.283922	2.361768	0	2.014355	0	0	3.510962	2.111031	2.077243	1.879706	2.111031	2.510962	1.464668	1.244887	1.365465	1.175106	2.014984	1.606862	-0.6495192	-0.4317565	0.1903591	0.4081218	0.3556958	0.5634524	0.8163	0.4711678	0.7224844	0.9375173	0.9749564	0.891705
A_54_P3188 	 mmu-miR-449b 	0	2.386811	3.056584	0	0.7484612	0	2.341986	2.910733	0	1.469886	1.773996	1.035624	0.8155754	1.918386	2.301588	2.462052	4.412782	0.4854268	1.448901	1.198284	1.508823	2.317405	0.9166344	-1.11912	0.5921888	-0.3105388	1.40077	0.1268148	0.5783582	0.7768259	0.03700553	0.52075	0.9375173	0.9676963	0.3526947
A_54_P3205 	 mmu-miR-873 	0	1.333424	1.811471	1.555816	0	1.464668	2.207893	0	2.673556	0	0	2.257011	0.3103401	0	1.691534	0.4436067	4.867896	0	2.198494	0.9374001	1.495009	1.543341	0.8362781	-0.6059412	0.658731	-0.557609	0.7070632	0.4940775	0.5633752	0.5661065	0.5164907	0.819534	0.9375173	0.9676963	0.8932426
A_54_P3207 	 mmu-miR-875-5p 	2.397803	0	0	0	1.316146	3.364572	0.8399596	0	2.510962	0.6870607	0	2.364572	4.177918	0	2.438293	1.049631	1.438293	0.5360529	0.3785116	1.131212	1.066008	1.215131	1.697494	-0.08391995	-0.6314866	0.065204	-0.4823626	0.9022833	0.6901597	0.9458664	0.7427282	0.9787661	0.9605641	0.9922076	0.9526212
A_54_P3209 	 mmu-miR-875-5p 	0.4057436	1.35891	1.65586	2.928014	0	1.667861	1.376745	2.227	1.052057	1.367639	1.649518	1.88745	0.5955321	2.126041	0.959902	1.969892	0.7125012	1.878777	1.201246	1.423468	1.358519	1.550884	1.225185	-0.1274164	0.1333337	0.06494881	0.3256989	0.7815335	0.7672535	0.8802902	0.5029889	0.9487774	0.9608407	0.9829443	0.8932426
A_54_P3210 	 mmu-miR-875-5p 	0	2.873813	3.510962	1.944858	0.275007	0	0.1890338	0.275007	0	0.5360529	0.5160151	2.31034	2.720278	1.996389	1.819668	0	0	1.744161	0.2387869	0.79396	1.349005	1.107069	1.567742	-0.3131088	-0.2187372	-0.555045	-0.4606734	0.6174567	0.8765678	0.6725512	0.6165749	0.8962568	0.9712062	0.9676963	0.9118694
A_54_P3212 	 mmu-miR-875-3p 	0	0	1.007196	2.837943	1.70044	0.8155754	0.07038933	0.3785116	2.555816	0	0	1.937344	1.097611	1.550901	1.454176	3.166715	2.367371	0.3785116	1.395063	0.8289799	1.187671	1.746085	0.9570617	-0.9171047	0.2306088	-0.3586906	0.7890228	0.1513556	0.7948006	0.6983046	0.1786525	0.54189	0.9673888	0.9676963	0.77483
A_54_P3218 	 mmu-miR-208b 	1.786596	2.613532	0	0	0	0	0.7739963	0	1.38405	1.613532	0	0	0	0	0.2016339	0	0	0	0	0.7391606	0.9991938	0.03360564	0	0.705555	0.9991938	-0.2600332	0.03360564	0.1304124	0.1858856	0.7043702	0.3632175	0.5222064	0.928386	0.9676963	0.8744774
A_54_P3222 	 mmu-miR-877 	3.11375	5.19534	3.225535	5.840746	4.346496	4.734833	4.868874	5.405577	3.413566	1.518218	5.197112	2.786374	3.493396	4.286629	2.245383	1.01481	3.174139	3.451086	2.88562	4.786517	2.719106	3.117408	3.276701	1.669109	-0.5575945	2.06741	-0.1592928	0.04252667	0.457691	0.0509081	0.8106924	0.4391164	0.928386	0.4678696	0.9628045
A_54_P3226 	 mmu-miR-511 	0.9040665	0.6666667	0.7632782	0	1.698889	1.755578	1.470609	0.8159479	1.750069	2.528954	0.7411408	1.409478	0.8275817	0.9302573	2.445936	1.168774	3.629028	1.58304	0.07959562	1.044537	1.680767	1.720769	0.8300725	-0.6762324	0.8506944	-0.6362301	0.8906966	0.2249815	0.2749082	0.3433889	0.2060828	0.6338895	0.928386	0.9299839	0.8042156
A_54_P3229 	 mmu-miR-544 	1.400165	2.21698	1.001801	0.9743004	0.4890978	1.756897	2.491129	0.9743004	2.555432	0.6315172	1.595307	1.563808	2.253999	0.8848859	2.704682	0.6132543	3.132268	1.328477	0	1.471839	1.39625	1.749034	1.194159	-0.2771957	0.2020916	0.07558852	0.5548758	0.5843974	0.829835	0.9149482	0.5146495	0.8811617	0.9712062	0.9878881	0.8932426
A_54_P3234 	 mmu-miR-598 	1.49057	2.704872	0	1.250962	1.9855	0	2.117695	0	1.438293	0.3785116	0.9411063	0	0	3.046142	0.3103401	0	0	0.5753123	2.195348	1.364228	0.6056015	0.7162647	0.9235533	0.6479637	-0.3179518	0.758627	-0.2072886	0.3262667	0.7095105	0.2454462	0.8119121	0.7027587	0.9605641	0.865226	0.9628045
A_54_P3238 	 mmu-miR-653 	3.364572	2.226509	0	0	0.4956952	1.422233	0	0	2.304511	2.835924	1.500802	0	0	1.339137	2.189034	1.811471	0.08406426	1.541019	2.480265	1.072716	1.713478	1.154085	1.340428	-0.08136917	0.3730503	-0.6407628	-0.1863433	0.898467	0.7586956	0.5634858	0.8329173	0.9787661	0.9608407	0.9676963	0.9646805
A_54_P3257 	 mmu-miR-15b* 	0	0	2.424922	1.550901	0	0	1.565597	0.3448285	0	0	2.761285	0	0.2141248	1.395063	2.467279	1.280956	2.185867	0	1.811471	0.4944752	0.8083074	1.681742	0.6751986	-1.187267	0.1331088	-0.3138322	1.006543	0.04083355	0.9002134	0.7424766	0.2236266	0.4378264	0.9761747	0.9676963	0.8234925
A_54_P3264 	 mmu-miR-27b* 	3.291309	2.49057	0.2387869	3.157044	0	2.049631	0	0	0	2.482848	1.356144	1.443607	4.566815	2.403268	0.9107327	0	2.790772	1.292782	0	1.569793	0.9072117	1.484087	1.953199	0.0857062	-1.045987	0.6625816	-0.4691118	0.9060432	0.5505397	0.53315	0.768062	0.9796433	0.9375173	0.9639152	0.9556333
A_54_P3265 	 mmu-miR-29b* 	1.798468	2.69525	2.524238	2.53037	2.723161	0.6039464	1.44862	0	0.3995437	2.511268	2.993785	2.413516	2.78872	3.015411	1.452213	2.963996	1.890942	1.217614	1.223128	1.685688	1.811683	2.454977	1.743154	-0.7692894	0.06852902	-0.1259955	0.7118229	0.1447752	0.9418744	0.8857084	0.3099884	0.54189	0.9787338	0.9829443	0.8585158
A_54_P3271 	 mmu-miR-30b* 	0	2.41684	2.257011	0	0	0.9708537	0	0	1.948601	0	1.575312	1.992768	2.214125	1.646163	1.545968	2.304511	0	3.15866	2.272023	0.4839562	1.40187	1.510787	2.548269	-1.026831	-1.146399	-0.9179143	-1.037482	0.05465378	0.2420404	0.3275154	0.05895495	0.4627355	0.928386	0.9180514	0.4644206
A_54_P3272 	 mmu-miR-30b* 	1.291133	2.502459	2.626378	1.397367	2.365608	1.601219	1.910461	0.8820764	2.427474	3.089907	1.722362	2.383139	2.319226	1.403692	1.578479	2.496635	4.056454	1.507634	3.153747	1.707189	2.714586	2.27346	2.326869	-0.566271	0.3877174	-1.007397	-0.05340878	0.2505691	0.5118444	0.01216379	0.934868	0.6447979	0.9317511	0.1916417	0.9766643
A_54_P3274 	 mmu-miR-30b* 	2.916421	2.277397	2.415188	3.331315	1.638345	2.685195	2.704058	2.978255	2.256467	2.805517	3.398205	2.907276	3.502544	2.974627	2.696155	2.629064	2.937792	3.096422	2.227468	2.647284	2.492391	2.923853	2.942145	-0.2765694	-0.4497539	0.1548932	-0.01829138	0.2696946	0.3599191	0.5750173	0.9664472	0.6598331	0.928386	0.9676963	0.9882083
A_54_P3303 	 mmu-miR-136* 	2.273657	2.62672	0.2111165	3.717981	1.475234	2.456052	2.014638	1.491839	2.363372	1.455366	4.263739	1.523455	1.903677	2.728316	2.387841	0	3.513671	1.091346	2.316024	2.293732	1.343285	2.402837	1.770349	-0.1091054	-0.4270641	0.9504467	0.6324879	0.8770253	0.5924982	0.2635869	0.4043482	0.9741921	0.9375173	0.8715986	0.8770813
A_54_P3315 	 mmu-miR-145* 	0	0	2.176323	0	1.321928	0	0.6322682	2.671293	2.794936	0	1.650765	2.266037	0	0	0	3.094236	4.121015	0	2.266037	0.6607842	1.657086	1.855342	0.7553456	-1.194558	0.9017405	-0.996302	1.099997	0.1635184	0.472047	0.3661651	0.3262039	0.5536675	0.928386	0.9360248	0.8585158
A_54_P3325 	 mmu-miR-10b* 	2.38405	0.7570232	0	1.454176	0	0	2.053111	0.6959938	0.3103401	1.910733	0	2.939227	1.448901	0	0	0	3.203201	0	2.689299	1.049193	0.7403576	1.023738	1.3794	0.02545549	-0.6390424	0.3088358	-0.3556621	0.9734255	0.5510841	0.6809277	0.7401116	0.9870608	0.9375173	0.9676963	0.9522769
A_54_P3326 	 mmu-miR-10b* 	2.636915	0	0	2.084064	2.327687	0	2.776104	0.704872	2.495695	0	1.124328	2.367371	0	1.339137	1.286881	0	3.137504	1.395063	1.963474	1.504235	0.8318984	1.542537	1.119512	-0.03830228	-0.2876139	0.6723362	0.4230246	0.9535083	0.7927032	0.526611	0.5919054	0.986231	0.9673888	0.9639152	0.90756
A_54_P3335 	 mmu-miR-186* 	1.738898	1.081812	1.018506	2.4848	1.689761	0.7856238	1.872683	1.880523	2.397922	1.291265	1.805151	1.61952	1.635659	1.488997	1.680136	2.311738	2.576415	0.6997718	1.107829	1.647729	1.569231	1.91366	1.147753	-0.2659309	0.4214776	0.07849783	0.7659063	0.3549175	0.4553352	0.8782288	0.08060414	0.7224844	0.928386	0.9829443	0.5129428
A_54_P3336 	 mmu-miR-186* 	1.635368	2.726936	1.266526	1.003175	1.384817	1.521047	1.145347	1.14027	0.9084242	0.8195705	2.325818	1.823762	1.335751	1.347555	1.05533	1.52663	0.5435457	2.85766	2.086682	1.508137	0.9981736	1.437107	2.093364	0.0710303	-1.095191	0.5099636	-0.6562575	0.835893	0.1198862	0.08486846	0.2762894	0.958855	0.928386	0.5903509	0.8564537
A_54_P3338 	 mmu-miR-186* 	2.120081	3.011058	2.465162	2.365279	0.8671052	2.67199	2.798251	2.454678	3.05755	2.306909	1.906991	1.803857	2.35577	1.206214	2.5678	2.965579	1.810038	2.760066	1.969918	2.32692	2.609874	2.043413	2.361918	0.2835072	0.2479558	-0.2829532	-0.3185046	0.4593362	0.4852955	0.4477956	0.3868974	0.7933054	0.930536	0.955219	0.8770813
A_54_P3348 	 mmu-miR-193* 	2.754531	1.119393	1.514285	0.3742306	1.086564	1.804405	2.345851	0	0.6758142	0	0.2478476	0.758285	1.432959	0.2427134	0.4854268	1.336778	1.329962	2.568813	1.324233	1.354996	0.7300329	0.7335022	1.775335	0.6214941	-1.045302	0.6249634	-1.041833	0.1836326	0.1527382	0.3288716	0.09920442	0.5810015	0.928386	0.9180514	0.582199
A_54_P3355 	 mmu-miR-203* 	2.079169	1.207068	1.755481	0	1.210053	0	0	0.8299623	2.543078	0.160964	0.7948817	1.063817	1.35022	2.12775	0.6070624	1.79873	1.293538	1.702996	1.150794	0.760893	1.486508	1.280963	1.401337	-0.5200702	0.08517094	-0.7256145	-0.1203734	0.2066663	0.9156056	0.4169112	0.6894985	0.6154004	0.9761747	0.955219	0.9510076
A_54_P3356 	 mmu-miR-203* 	1.374903	1.292814	2.227355	1.588656	0.6892512	1.68935	1.183555	1.317148	1.787404	1.709158	2.196766	0.3160291	1.471075	1.182024	1.339538	1.723265	1.4954	2.879368	1.951116	1.305097	1.907972	1.375504	2.10052	-0.0704068	-0.1925475	-0.6028751	-0.7250158	0.8110817	0.6978123	0.03549399	0.2175277	0.950702	0.9605641	0.4029612	0.8145376
A_54_P3359 	 mmu-miR-293* 	0	1.713696	0	1.87578	0	2.22033	1.292782	0	0	2.587365	2.615887	0	3.877744	2.250962	1.250962	2.414136	0	2.389567	2.198494	1.014655	0.862455	1.421991	2.821935	-0.4073356	-1.95948	0.1522004	-1.399944	0.5231193	0.1394115	0.8823594	0.1067502	0.839601	0.928386	0.9829443	0.6015412
A_54_P3360 	 mmu-miR-293* 	0	0.3561438	1.411426	1.350497	3.182692	0	0.807355	2.543496	0	0	2.130931	0	0	0	0.8639385	2.090853	2.689299	0	2.324811	1.177169	0.4704754	1.295837	0.7749369	-0.1186678	-0.3044615	0.7066938	0.5209001	0.8633432	0.7572399	0.3310627	0.6008458	0.9673454	0.9608407	0.919354	0.90756
A_54_P3361 	 mmu-miR-293* 	0	2.235727	0	0	0	2.272023	1.967169	0	1.304511	0	0	0	0.1375035	0	2.204767	1.516015	2.223423	0.4436067	1.38405	0.9249884	0.434837	0.9907007	0.6550533	-0.06571233	-0.2202163	0.4901514	0.3356474	0.9190075	0.7212644	0.4569531	0.5882417	0.9853803	0.9605641	0.955219	0.90756
A_54_P3371 	 mmu-miR-299* 	4.285971	4.191117	1.104867	6.260328	5.285018	3.875605	4.17783	5.713358	0.02132217	0.7297158	5.985542	3.639225	0.2972743	4.517922	3.896428	1.780357	4.791212	2.327298	0	4.827032	0.618635	4.101781	0.8748574	0.7252514	-0.2562224	4.208397	3.226924	0.3090893	0.7709524	6.72E-05	0.02088794	0.6873266	0.9608407	0.004324918	0.2836405
A_54_P3372 	 mmu-miR-299* 	6.226596	6.068367	3.100731	8.138017	6.791003	5.25268	5.801904	7.385457	0.9591931	0.7882219	7.880617	5.782256	2.184398	6.520582	5.812734	4.573399	6.437078	2.563434	1.635959	6.523432	1.616049	6.167778	2.12793	0.3556545	-0.5118818	4.907384	4.039847	0.5537697	0.5717727	0.009137894	0.000111196	0.8601815	0.9375173	0.1567657	0.03094592
A_54_P3374 	 mmu-miR-300* 	2.079956	0.5213222	1.133018	2.966007	2.599742	2.723548	2.115102	1.329962	2.601718	1.405036	2.185713	0.8995437	0.8546453	1.72108	1.947782	2.442238	0.6269946	1.234943	0.9339482	2.047948	1.713258	1.637225	1.007846	0.4107231	0.7054121	0.3346908	0.6293798	0.3702828	0.254975	0.5781537	0.09235884	0.7338608	0.928386	0.9676963	0.5570393
A_54_P3376 	 mmu-miR-300* 	1.548868	2.153204	1.291241	3.271611	2.362362	3.25823	2.294153	2.543525	1.742495	2.544796	3.459049	2.457919	2.448147	3.052288	3.036006	2.697494	2.185605	2.261661	2.270855	2.490279	1.859511	2.814727	2.326888	-0.3244475	-0.467377	0.6307683	0.4878388	0.3003701	0.3297533	0.2246563	0.04871331	0.6873266	0.928386	0.834312	0.4178519
A_54_P3392 	 mmu-miR-130b* 	0	2.207893	2.330558	0	1.448901	0	2.035624	0	0.9560567	0	1.516015	0	0	1.400538	1.819668	0	1.594549	0	1.541019	0.8132025	1.095538	1.055128	0.513673	-0.2419258	0.5818653	-0.2823358	0.5414553	0.6499977	0.5334637	0.7391717	0.4305406	0.9085656	0.9317511	0.9676963	0.8827248
A_54_P3395 	 mmu-miR-30c-1* 	1.176323	0	2.969012	2.627607	0	0	1.704872	0	2.843984	0	0	1.655352	1.981853	0.7990873	2.375735	3.121015	4.548437	0	1.226509	0.7869717	1.937665	2.083271	1.069454	-1.296299	0.8682117	-1.150694	1.013817	0.1339045	0.4935712	0.3604841	0.2924013	0.5274197	0.930536	0.9360248	0.8564537
A_54_P3423 	 mmu-let-7c-1* 	1.41684	2.430285	0	0	0	0	0	0	0	0	3.807355	0	1.815575	2.295723	2.627607	0	4.232661	1.333424	0	0.5495893	0	2.160558	1.049666	-1.610968	-1.049666	0.5495893	1.110891	0.09137805	0.1929091	0.1896216	0.2674295	0.4840295	0.928386	0.8221174	0.8564537
A_54_P3426 	 mmu-let-7f* 	2.104337	2	2.056584	0	0	0	0.9486008	0	1.214125	3.078951	1.084064	3.405992	0	0	2.179511	0	2.903038	2.435629	1.956057	0.7218482	2.116553	1.595434	1.463895	-0.8735861	0.6526581	-1.394705	0.1315392	0.2459028	0.520621	0.0993367	0.8961777	0.643484	0.9317511	0.6310441	0.9721649
