ProbeName 	SystematicName 	Ctnnb1..EKUTA.1. 	Ctnnb1..EKUTA.2. 	Ras..EKUTA.3. 	Ctnnb1..EKUTA.4. 	Ctnnb1..EKUTA.5. 	Ctnnb1..EKUTA.6. 	Ctnnb1..EKUTA.7. 	Ctnnb1..EKUTA.8. 	Ras..EKUTA.9. 	Ras..EKUTA.10. 	n.l..Ctnnb1..EKUTA.NT.1. 	n.l..Ctnnb1..EKUTA.NT.2. 	n.l..Ras..EKUTA.NT.3. 	n.l..Ctnnb1..EKUTA.NT.4. 	n.l..Ctnnb1..EKUTA.NT.5. 	n.l..Ctnnb1..EKUTA.NT.6. 	n.l..Ctnnb1..EKUTA.NT.8. 	n.l..Ras..EKUTA.NT.9. 	n.l..Ras..EKUTA.NT.10. 	Ctnnb1 	 Ras 	 N.l. (Ctnnb1) 	 N.l. (Ras) 	FC  Ctnnb1 	 FC  Ras 	 FC  Ctnnb1  vs.  Ras 	 FC  N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1) 	 Ras  vs.  N.l. (Ras) 	 Ctnnb1  vs.  Ras 	 N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1)  ADJ 	 Ras  vs.  N.l. (Ras)  ADJ 	 Ctnnb1  vs.  Ras  ADJ 	 N.l. (Ctnnb1)  vs.  N.l. (Ras)  ADJ 
A_54_P2336 	 mmu-miR-155 	0.6281342	0.7233083	1.257183	0.2777785	0.6606176	2.625914	1.672329	2.707389	1.017704	2.138772	0.9585934	0	2.054768	1.348073	1.45365	0.7265037	0.8775003	0.704789	1.103447	1.327924	1.471219	0.8940534	1.287668	0.4338709	0.1835516	-0.1432951	-0.3936144	0.3455481	0.7450822	0.7878717	0.4456888	0.7219893	0.9605641	0.9676963	0.891705
A_54_P2341 	 mmu-miR-10b 	0.9548137	1.222491	1.744977	1.124708	1.79864	1.009811	1.9357	0.6518241	0.5582461	0.9172809	1.878909	1.375816	1.187074	1.296147	1.561179	2.031177	3.299703	2.157299	2.526675	1.24257	1.073501	1.907155	1.957016	-0.6645854	-0.8835145	0.1690684	-0.04986069	0.09252504	0.173268	0.6953398	0.9250696	0.4840295	0.928386	0.9676963	0.9756364
A_54_P2350 	 mmu-miR-183 	0.9225516	1.292581	3.872584	1.443723	2.623601	2.463565	0.2756958	1.069298	3.558628	2.044555	1.274967	1.126171	1.161328	1.419175	1.678271	0.004785098	1.768289	0.4576507	1.29092	1.441574	3.158589	1.211943	0.9699661	0.2296307	2.188623	-1.717016	0.2419767	0.5874182	0.0430922	0.06835728	0.5355882	0.8839899	0.928386	0.5479849	0.8974596
A_54_P2351 	 mmu-miR-183 	2.159119	3.41551	5.254818	1.19936	3.949036	3.302957	1.405467	3.183261	4.938287	3.529825	2.148744	2.102974	2.073126	2.713639	1.774722	1.140768	1.289194	1.675557	1.246718	2.659244	4.57431	1.861673	1.665134	0.7975709	2.909176	-1.915066	0.1965396	0.1222142	0.01840622	0.03951186	0.5831637	0.5184294	0.928386	0.4239771	0.90756
A_54_P2363 	 mmu-miR-188-5p 	3.594649	4.292996	2.508967	4.813949	4.122092	4.253081	5.020687	5.28857	1.587438	0.5833106	4.416589	1.898828	1.201984	2.481642	2.654165	2.043887	2.816747	2.180565	4.015789	4.483718	1.559905	2.718643	2.466113	1.765075	-0.9062077	2.923813	0.2525304	0.003123101	0.4204909	0.02155678	0.7989877	0.1681022	0.928386	0.2971757	0.9628045
A_54_P2375 	 mmu-miR-193 	8.68692	7.924426	8.085802	8.354465	6.99034	6.289842	7.84818	7.846248	7.170362	6.982094	7.267148	7.703955	8.637522	6.879782	7.581174	8.326693	8.154182	8.753084	8.199716	7.705775	7.412752	7.652156	8.530107	0.05361892	-1.117355	0.2930221	-0.8779516	0.8901745	0.06257595	0.5497365	0.01657618	0.9775458	0.928386	0.9676963	0.2585686
A_54_P2377 	 mmu-miR-199a-5p 	4.450513	2.763841	3.81231	3.419437	2.644364	3.463069	3.974098	2.929993	3.143806	2.438105	4.223871	3.273668	4.056132	3.368245	3.553612	4.639159	4.369354	4.926084	4.724017	3.377902	3.131407	3.904652	4.568744	-0.5267496	-1.437337	0.2464948	-0.6640925	0.1537322	0.04701459	0.6290608	0.1167944	0.54189	0.928386	0.9676963	0.6349668
A_54_P2391 	 mmu-miR-202-5p 	1.784271	1.200269	0.9918388	0.03519466	2.492313	2.281481	0	2.134363	2.160315	1.470553	1.912231	0.4646304	1.388052	1.083358	0	0.5945169	1.062164	0.8138034	1.033475	1.41827	1.540902	0.8528167	1.078444	0.5654537	0.4624587	-0.1226318	-0.2256268	0.2624502	0.3108372	0.8203727	0.4988842	0.6578298	0.928386	0.9749564	0.8932426
A_54_P2410 	 mmu-miR-290-5p 	1.38405	2.358959	0.641546	3.106013	3.536053	3.166715	2.93546	0	0.4956952	0	3.655352	1.257011	3.017922	2.957915	0	0	2	0.7824086	0	2.355321	0.3790804	1.645046	1.266777	0.7102752	-0.8876964	1.976241	0.3782693	0.383706	0.4310162	0.005402029	0.7473712	0.7432101	0.928386	0.1097465	0.9536704
A_54_P2411 	 mmu-miR-290-5p 	1.059439	3.770977	2.438108	4.346764	2.642041	3.252263	3.191204	3.313709	1.882455	1.320224	3.775646	1.441588	2.532797	2.55064	2.040271	0.3913993	0.8316067	3.109654	1.572664	3.082343	1.880262	1.838525	2.405038	1.243817	-0.5247758	1.20208	-0.566513	0.0797503	0.400873	0.04927905	0.4310918	0.4840295	0.928386	0.4639442	0.8827248
A_54_P2413 	 mmu-miR-290-5p 	2.541873	3.181017	1.94418	4.285047	2.471308	3.740629	3.249249	3.051441	1.053	0.790984	3.921893	2.293834	2.890321	0.835297	2.864519	1.990161	2.206849	3.107838	2.369272	3.217223	1.262721	2.352092	2.789144	0.865131	-1.526422	1.954502	-0.4370515	0.1089052	0.02809705	0.009611694	0.3839327	0.5004455	0.928386	0.1578772	0.8770813
A_54_P2421 	 mmu-miR-291a-3p 	1.39223	1.769471	0.8100951	1.829246	1.271722	1.703877	2.587664	0.7242052	0.4005446	2.728226	1.900265	0.6507779	0.6291751	2.138721	1.811266	1.060304	2.658807	0.5955321	1.710449	1.611202	1.312955	1.703357	0.9783854	-0.09215456	0.3345698	0.298247	0.7249714	0.808274	0.7060051	0.7236867	0.1890275	0.950702	0.9605641	0.9676963	0.782014
A_54_P2431 	 mmu-miR-669b 	1.627747	0.8254433	0.7114508	1.134691	1.577749	3.41981	3.307112	3.256978	1.776431	1.087678	1.672529	1.659335	0.9927319	2.333403	1.24397	1.677626	1.295003	2.086262	2.194253	2.164218	1.191853	1.646978	1.757749	0.5172409	-0.5658956	0.9723652	-0.1107713	0.2882479	0.3187478	0.1039984	0.8087028	0.6784371	0.928386	0.6371965	0.9628045
A_54_P2434 	 mmu-miR-298 	0.8479969	0.1243281	0	1.007196	0	2.333424	0.4005379	0	2.042644	1.709291	2.659925	0	0	0	0	0.6870607	2.558268	1.007196	2.250962	0.6733546	1.250645	0.9842088	1.086052	-0.3108542	0.1645926	-0.5772904	-0.1018435	0.6250928	0.8649463	0.4730024	0.9081726	0.8969733	0.9712062	0.9612424	0.9756364
A_54_P2435 	 mmu-miR-298 	0.4036775	2.681717	2.455628	1.612483	0.8891043	1.512514	0.8785116	0.9515191	1.462354	1.412893	1.042882	1.92899	0.3020357	0.5435277	1.137504	0.8138034	1.015821	0.9927502	1.369719	1.275647	1.776958	1.080421	0.8881682	0.1952253	0.88879	-0.5013114	0.1922532	0.5778025	0.1269662	0.3079335	0.6304094	0.8747204	0.928386	0.907346	0.9229399
A_54_P2465 	 mmu-miR-196a 	2.467473	2.984894	1.656103	3.008044	1.793842	1.938355	2.714387	2.284159	2.274491	2.694447	2.066241	2.342871	2.616423	1.988878	1.470768	1.734855	2.198295	2.214662	1.85938	2.455879	2.208347	1.966985	2.230155	0.4888945	-0.02180823	0.2475322	-0.2631704	0.05234297	0.9563793	0.5252695	0.3671133	0.4627355	0.9837613	0.9639152	0.8744774
A_54_P2511 	 mmu-miR-324-5p 	2.152913	1.604721	3.525055	2.257465	0.5473192	1.115611	1.80615	4.100433	3.127237	1.598384	1.025799	0.9598715	2.427434	1.543279	0	2.622584	1.399308	1.296616	0.6469613	1.940659	2.750225	1.258474	1.457004	0.6821854	1.293222	-0.8095664	-0.1985303	0.2412857	0.1756486	0.3230182	0.7678347	0.643484	0.928386	0.9180514	0.9556333
A_54_P2532 	 mmu-miR-337-5p 	1.752749	3.432959	0	5.263034	4.385431	4.161888	3.817623	4.626439	1.077243	1.130931	5.173927	3.24184	0	3.797013	3.294253	2.78031	2.974529	0.1110313	0	3.920018	0.736058	3.543645	0.03701044	0.3763722	0.6990475	3.18396	3.506635	0.5098597	0.1970813	0.000831721	0.00016522	0.8287302	0.928386	0.03057565	0.03094592
A_54_P2537 	 mmu-miR-337-3p 	2.263034	0	0	3.203201	0	0	3.797013	1.899176	0.2868811	1.613532	2.720278	0	3.446256	1.823749	0	1.292782	0	2.02148	0	1.594632	0.6334709	0.9728016	1.822579	0.6218304	-1.189108	0.961161	-0.849777	0.4378593	0.3666255	0.2604257	0.4993711	0.783803	0.928386	0.8707645	0.8932426
A_54_P2560 	 mmu-miR-340-3p 	2.2466	1.113198	0.862759	2.188044	1.029946	0.88588	0.4047083	1.509357	1.488106	2.204491	1.403349	1.270298	1.784459	0.8781978	0.9450183	0.07550284	1.526212	0.7292559	0.83019	1.339676	1.518452	1.01643	1.114635	0.3232463	0.4038167	-0.1787758	-0.09820533	0.3565629	0.4761047	0.7210196	0.8185305	0.7224844	0.928386	0.9676963	0.9628045
A_54_P2568 	 mmu-miR-342-5p 	1.128505	1.158073	1.918114	2.078514	0.8677611	0.5687518	0.5071776	0	0.8091193	1.961294	0.7826036	1.010918	1.972429	0.4591931	0.750401	1.217814	1.466409	0.8763743	0.007177646	0.9012546	1.562842	0.9478897	0.9519937	-0.04663505	0.6108486	-0.6615877	-0.004104037	0.8749194	0.4282823	0.2189712	0.9949906	0.9741921	0.928386	0.8327377	0.997575
A_54_P2569 	 mmu-miR-342-5p 	0	1.933573	1.275007	0	0.2986583	2.782409	0	0	1.339137	1.790772	2.82171	0.5753123	1.485427	0	0.2630344	0	2.446256	0	0	0.7163771	1.468305	1.017719	0.4951423	-0.3013418	0.9731632	-0.7519284	0.5225766	0.6663821	0.1800358	0.1478716	0.4946136	0.9085656	0.928386	0.7510323	0.8932426
A_54_P2570 	 mmu-miR-342-5p 	0	1.228403	0.4199798	0	2.646023	2.455745	0.7478476	1.15517	1.386238	1.361102	2.240817	1.219146	0.1375035	0.9977423	0.7680265	0	1.704037	1.386629	2.432291	1.17617	1.055773	1.154962	1.318808	0.02120828	-0.2630345	0.1203964	-0.1638464	0.9676156	0.745301	0.820473	0.8380734	0.986789	0.9605641	0.9749564	0.9646805
A_54_P2589 	 mmu-miR-135b 	0.5697635	2.258588	2.186316	1.870015	0.835517	0.2437277	2.211059	2.827272	1.386462	2.415879	1.586982	2.250909	1.585112	1.379097	1.953857	2.006389	0.7712174	3.041294	1.146479	1.545135	1.996219	1.658075	1.924295	-0.1129405	0.07192413	-0.4510847	-0.26622	0.7995214	0.9189536	0.3845303	0.6974696	0.9490113	0.9761747	0.955219	0.9510076
A_54_P2609 	 mmu-miR-139-3p 	1.275007	0	0	3.258519	0	2.02148	1.589763	2.748461	2.263034	2.330558	0	0	1.321928	4.017922	1.104337	1.835924	2.424922	0	2.93546	1.556176	1.531198	1.563851	1.419129	-0.007675014	0.1120683	0.02497817	0.1447215	0.9924406	0.9266726	0.9793306	0.897331	0.9950184	0.9761747	0.9942935	0.9721649
A_54_P2617 	 mmu-miR-212 	3.386244	1.370537	3.569473	4.080467	2.959352	2.25466	3.900594	2.917239	2.208327	1.072971	3.286921	0.5778625	2.254569	0.950964	0.9413564	2.478493	2.760193	2.813056	0.4903722	2.981299	2.283591	1.832632	1.852666	1.148667	0.4309248	0.6977083	-0.02003389	0.07976985	0.6902874	0.4491692	0.9821806	0.4840295	0.9605641	0.955219	0.9928875
A_54_P2619 	 mmu-miR-214 	2.321928	0	2.272023	2.070389	1.929791	2.257011	2.735522	2.169925	1.207893	0	2.472488	1.31034	0.04264434	0	1.883621	3.392317	2.408712	0	1.604071	1.926367	1.159972	1.911246	0.5489052	0.01512027	0.6110668	0.7663946	1.362341	0.9797973	0.5100017	0.3723553	0.1109968	0.9870608	0.9317511	0.9424861	0.6163911
A_54_P2633 	 mmu-miR-320 	1.15056	0	0.5945485	0.8797058	0	0	1.970854	2.901108	1.974529	0	1.464668	0	1.275007	1.130931	0.6040713	1.695994	1.678072	0	1.304511	0.9860325	0.8563593	1.095623	0.8598394	-0.1095902	-0.003480076	0.1296732	0.2357833	0.8331223	0.9964237	0.8658533	0.6699762	0.9570988	0.9977161	0.9829443	0.9490305
A_54_P2638 	 mmu-miR-33 	5.118154	5.335123	5.778659	5.63935	4.783259	5.424026	5.590619	5.83312	4.965665	4.77108	5.274401	4.887281	4.846455	4.918908	4.666728	4.936315	4.937375	5.125779	4.255077	5.389093	5.171801	4.936835	4.742437	0.4522581	0.4293641	0.2172916	0.1943976	0.01609348	0.3468521	0.5672912	0.5335711	0.2823674	0.928386	0.9676963	0.8974596
A_54_P2646 	 mmu-miR-224 	0	0	0	0	1.207893	1.286881	1.748461	2.107688	2.684819	1.269033	2.169925	0	1.157044	2.361768	0	0.790772	2.769772	1.459432	0	0.9072747	1.317951	1.348706	0.8721584	-0.4414315	0.4457922	-0.4106759	0.4765477	0.4871203	0.65039	0.6629407	0.5044553	0.8175002	0.9605641	0.9676963	0.8932426
A_54_P2647 	 mmu-miR-224 	0.2509616	0	2.827819	1.786596	0	2.925999	0	0	0	0.2630344	1.632268	1.41684	2.965323	1.163499	3.459432	0	1.157044	2.104337	2.157044	0.7090796	1.030284	1.471514	2.408901	-0.762434	-1.378616	-0.3212049	-0.9373873	0.2585871	0.2624672	0.7701556	0.1247733	0.65328	0.928386	0.9676963	0.655648
A_54_P2648 	 mmu-miR-224 	1.30503	1.381985	1.326867	2.512156	1.153937	1.014611	1.706832	1.140735	2.37383	1.867897	0.5563423	2.002349	2.85532	0.7778079	0.1753563	2.208997	1.46409	1.451963	1.06683	1.459327	1.856198	1.19749	1.791371	0.2618361	0.06482717	-0.3968716	-0.5938805	0.5181949	0.9233005	0.3348554	0.4103809	0.8351701	0.9761747	0.9199585	0.8797167
A_54_P2671 	 mmu-miR-362-5p 	1.056449	2.870842	2.96628	3.288182	1.540031	3.340974	1.682104	1.703527	1.581035	1.734139	3.23073	0.479431	1.435882	1.610698	2.911171	1.594206	2.226883	2.494288	1.78706	2.21173	2.093818	2.008853	1.905743	0.2028769	0.1880746	0.117912	0.1031096	0.7144754	0.7459591	0.8425376	0.8469348	0.9190644	0.9605641	0.9820355	0.965781
A_54_P2688 	 mmu-miR-335-5p 	4.241411	2.741972	3.732143	3.613567	2.614532	2.209629	4.260589	1.911196	2.1292	1.838924	3.849785	3.315244	3.056217	2.945282	3.024019	4.293255	2.832404	2.600416	3.445321	3.084699	2.566756	3.376665	3.033984	-0.2919656	-0.4672286	0.5179435	0.3426806	0.5140996	0.5225499	0.4991163	0.3550664	0.831607	0.9317511	0.9622266	0.8744774
A_54_P2690 	 mmu-miR-335-3p 	2.070389	2.937344	0	0	2.72465	2.990955	0	0	2.684819	2.498251	1.144046	0.7311832	0	0.01435529	1.432959	0.5459684	2.269033	3.308885	1.201634	1.531906	1.72769	1.022924	1.503506	0.5089812	0.2241836	-0.1957843	-0.480582	0.4453319	0.8713412	0.858692	0.6758061	0.7903361	0.9712062	0.9829443	0.949369
A_54_P2693 	 mmu-miR-335-3p 	2.340657	2.833303	2.133223	1.919576	1.741409	1.862948	1.80974	0.8684265	2.856528	2.822463	1.991018	1.226209	1.520385	2.219599	1.51468	1.741087	1.907816	1.544333	2.574824	1.910866	2.604071	1.766735	1.879847	0.1441309	0.7242242	-0.6932057	-0.1131123	0.6044142	0.1693929	0.08019848	0.7853611	0.8872432	0.928386	0.5840871	0.9628045
A_54_P2695 	 mmu-miR-384-5p 	1.198463	0.1132543	0.6667119	0.7924813	1.415939	1.072023	1.411712	0.2270879	0	1.713602	0.5142846	0.9872647	1.176662	0.8854145	0	0	0.3869982	1.401944	1.41998	0.8901372	0.793438	0.462327	1.332862	0.4278102	-0.5394239	0.09669924	-0.8705349	0.1364612	0.3926493	0.8701176	0.002916985	0.5290273	0.928386	0.9829443	0.1050283
A_54_P2699 	 mmu-miR-384-3p 	2.446256	2.060047	1.851999	2.121015	0	0	1.726831	1.469886	3.092546	0	2.198494	0.3673711	0	1.650765	0	2.974529	0.275007	1.422233	0.9259994	1.403434	1.648182	1.244361	0.7827441	0.1590727	0.8654374	-0.2447478	0.4616169	0.8039552	0.4502207	0.819497	0.500137	0.9490113	0.928386	0.9749564	0.8932426
A_54_P2700 	 mmu-miR-384-3p 	1.373156	0.9057355	0.6808842	0.8782341	1.736244	0.3374563	0	1.595844	2.448647	0.4667863	1.542245	1.331103	0.4591931	1.196983	0	2.363443	1.383827	1.300848	0.8020357	0.9752387	1.198772	1.302933	0.8540257	-0.3276947	0.3447468	-0.2235338	0.4489077	0.4262516	0.6492681	0.7646782	0.2951972	0.7744903	0.9605641	0.9676963	0.8564537
A_54_P2701 	 mmu-miR-384-3p 	2.174336	1.902956	2.660601	1.535538	2.528695	1.361233	2.030011	0.3742306	2.05635	2.219718	2.526512	1.213267	1.990241	0.5317515	1.328019	2.171377	2.607981	1.201634	1.981737	1.701	2.312223	1.729818	1.724537	-0.0288181	0.587686	-0.6112235	0.005280549	0.9480542	0.1469561	0.09426593	0.9905297	0.986231	0.928386	0.621994	0.9956887
A_54_P2709 	 mmu-miR-409-5p 	1.026556	2.208724	2.333841	3.143828	1.320773	3.041585	1.446681	3.094541	0	1.500054	2.949781	1.59214	1.466786	1.332241	0.7644107	0	1.538621	1.070389	1.100817	2.183241	1.277965	1.362866	1.212664	0.8203753	0.06530086	0.9052761	0.1502016	0.1523618	0.9331711	0.3201235	0.7333581	0.54189	0.9761747	0.9180514	0.9522769
A_54_P2727 	 mmu-miR-370 	2.948601	2.121015	3.232661	2.805292	0	2.032101	2.895303	3.111031	0	2.584963	2.427606	2.550901	2.558268	1.350497	2.91265	1.608809	0	2.505891	1.978196	2.273335	1.939208	1.808411	2.347451	0.4649243	-0.4082436	0.334127	-0.5390409	0.4536544	0.721547	0.7770705	0.2947215	0.7923557	0.9605641	0.9676963	0.8564537
A_54_P2736 	 mmu-miR-434-5p 	0.845351	2.264204	0	3.817631	2.332027	1.356942	0.9280842	0.880284	1.333925	1.70353	3.100489	0.926938	1.013046	1.617083	0.3963446	1.037889	1.9324	1.832341	1.167508	1.774932	1.012485	1.501857	1.337632	0.2730747	-0.3251468	0.7624471	0.1642256	0.6408337	0.6127202	0.3052776	0.7329947	0.9085656	0.9445158	0.9053423	0.9522769
A_54_P2762 	 mmu-miR-466a-5p 	0	1.063503	2.475085	0	0	1.207893	3.127633	0	2.247928	2.737687	0	0	0	1.361768	2.025029	2.411426	1.883621	3.008989	2.611172	0.7712899	2.4869	1.280307	1.873387	-0.5090175	0.6135127	-1.71561	-0.5930797	0.4254883	0.5836547	0.007559653	0.6089435	0.7744903	0.9375173	0.1388749	0.90756
A_54_P2763 	 mmu-miR-466a-5p 	1.69142	1.538588	1.534347	3.170501	2.164923	1.40533	2.175074	2.114278	2.252283	1.98375	2.106401	2.554391	1.55365	1.041001	1.728261	1.544655	1.594939	1.208969	0.9190077	2.037159	1.92346	1.761608	1.227209	0.2755507	0.6962508	0.1136991	0.5343993	0.3894944	0.06778434	0.7223292	0.1021756	0.7468379	0.928386	0.9676963	0.5842933
A_54_P2772 	 mmu-miR-467a 	1.655352	0	0.8237494	1.201634	0	2.510962	3.446256	0	0	2.827819	0	0.9107327	0	0	2.244887	0.05658353	3.0268	1.214125	2.153805	1.259172	1.217189	1.039834	1.122643	0.2193381	0.09454608	0.04198252	-0.0828095	0.7736296	0.9326569	0.96829	0.9235924	0.9480033	0.9761747	0.9942935	0.9756364
A_54_P2776 	 mmu-miR-470 	0	1.411426	0	0	0	2.620586	0.1890338	0.722466	0	2.280956	1.521051	0	0	0.6690268	0	0.9855004	0	2.794936	1.422233	0.7062161	0.7603188	0.529263	1.405723	0.1769531	-0.6454041	-0.0541027	-0.8764599	0.706895	0.5918048	0.9531016	0.3931157	0.9190644	0.9375173	0.9922076	0.8770813
A_54_P2780 	 mmu-miR-471 	0.9963842	2.16654	0.6822862	1.276803	0	0	2.294852	1.293682	1.072023	1.353541	1.344381	1.496384	1.674145	2.912661	1.971454	1.97075	0	2.640181	2.638673	1.146895	1.03595	1.615939	2.317666	-0.469044	-1.281716	0.1109442	-0.7017276	0.3908323	0.0366391	0.7873059	0.2122423	0.7468379	0.928386	0.9676963	0.8132297
A_54_P2790 	 mmu-miR-483 	0.641546	2.879706	0.1763228	2.82985	1.395063	2.922198	3.01078	2.198494	1.250962	0	2.516015	0	2.739848	2.375735	0	1.157044	1.182692	0	2.543496	2.268234	0.4757614	1.205248	1.761115	1.062986	-1.285353	1.792472	-0.555867	0.0904163	0.2823424	0.01702388	0.6124854	0.4840295	0.928386	0.2527391	0.90756
A_54_P2806 	 mmu-miR-543 	0	3.657937	0.6285053	4.057444	3.320267	1.602383	2.879365	4.381706	1.604064	0.7972743	3.769269	2.972965	1.096097	1.790621	1.420987	1.530888	3.663889	2.675178	1.774927	2.842729	1.009948	2.52477	1.848734	0.317959	-0.8387863	1.832781	0.6760359	0.6724522	0.2111016	0.02386881	0.3308655	0.9085656	0.928386	0.3125414	0.8585158
A_54_P2825 	 mmu-miR-376c 	1.655897	1.163844	0.2323341	1.063817	1.847763	0.8161341	1.711117	1.062908	1.324233	0	2.520361	1.475234	1.569374	1.182286	1.367501	0	2.387212	0.3345134	1.861757	1.33164	0.5188556	1.488766	1.255215	-0.1571258	-0.7363595	0.8127843	0.2335506	0.7090261	0.302494	0.1739474	0.7139913	0.9190644	0.928386	0.7878913	0.9510076
A_54_P2826 	 mmu-miR-376c 	0.593238	1.486087	0.4559373	3.896522	1.873312	1.15996	1.690225	3.142549	0.6885455	0.419518	3.65447	2.33312	1.667129	0.7761764	1.854669	2.54054	2.040825	2.336112	1.415772	1.977413	0.5213336	2.199967	1.806338	-0.2225536	-1.285004	1.45608	0.3936292	0.7087085	0.03359743	0.01514505	0.432215	0.9190644	0.928386	0.2312865	0.8827248
A_54_P2827 	 mmu-miR-376c 	3.624598	3.3813	0.5767713	5.400524	4.35831	2.957349	2.562148	4.144539	2.111213	0.9911425	5.605786	3.169778	1.933269	3.921679	2.847106	2.194538	4.113604	1.463116	2.517133	3.775538	1.226376	3.642082	1.971173	0.1334564	-0.7447972	2.549163	1.670909	0.8301164	0.2572262	0.008544031	0.02268253	0.9570988	0.928386	0.1499089	0.2939849
A_54_P2831 	 mmu-miR-369-5p 	2.359844	1.428402	0.8377498	2.491158	1.658879	1.101641	1.512447	3.254051	2.564166	1.86173	2.348844	1.913834	0.867428	2.16676	1.339267	2.285935	2.848505	2.431768	1.321677	1.972346	1.754549	2.150524	1.540291	-0.1781781	0.2142574	0.2177974	0.610233	0.6227371	0.7696632	0.728197	0.3208647	0.8962568	0.9608407	0.9676963	0.8585158
A_54_P2832 	 mmu-miR-369-5p 	1.309638	1.460391	0.8109865	1.442153	0.5019636	0.6482861	0.9533232	1.133476	1.533322	1.797353	2.30337	0.5913321	1.104348	2.517827	1.159303	0.790984	0.773206	1.316463	0.9682449	1.064176	1.380554	1.356004	1.129685	-0.2918279	0.2508688	-0.316378	0.2263186	0.4592948	0.4912225	0.4057055	0.5509931	0.7933054	0.930536	0.955219	0.9066376
A_54_P2845 	 mmu-miR-291b-5p 	0	0.6224435	2.506061	0.4398529	1.04278	0.610165	2.65517	0	1.362325	0.8579247	0	2.72593	1.729716	2.313161	3.190702	0.4780283	0	2.03366	2.264536	0.7672017	1.575437	1.451304	2.009304	-0.684102	-0.433867	-0.8082352	-0.5580002	0.3470597	0.4725374	0.2447169	0.3998941	0.7219893	0.928386	0.865226	0.8770813
A_54_P2849 	 mmu-miR-291b-3p 	1.989442	1.580132	1.136604	2.341242	1.356113	2.191979	0.6787537	1.744115	1.626002	1.668387	2.013895	2.197712	2.025789	1.880624	1.0339	2.296495	0.89402	1.923856	2.101673	1.697397	1.476998	1.719441	2.017106	-0.02204454	-0.5401082	0.2203988	-0.2976649	0.9474072	0.07637817	0.4456717	0.2867666	0.986231	0.928386	0.955219	0.8564537
A_54_P2850 	 mmu-miR-291b-3p 	0	2.22033	3.042644	2.130931	0	0	0.8639385	0.3219281	2.553361	3.155425	0.9927684	2.786596	3.364572	2.523562	0.8237494	2.007196	0.9486008	3.392317	1.459432	0.7910182	2.917143	1.680412	2.738774	-0.8893939	0.1783696	-2.126125	-1.058362	0.1135477	0.8106767	0.001009597	0.2359389	0.5086173	0.9673888	0.03388735	0.8279311
A_54_P2855 	 mmu-miR-301b 	1.280956	2.432959	1.835924	0	0	2.498251	0	2.097611	0	0.3448285	0	0	0	2.454176	2.684819	0	1.735522	3.100978	2.467279	1.187111	0.7269175	1.145753	1.856086	0.04135825	-1.129168	0.4601935	-0.7103329	0.9534135	0.375051	0.5517835	0.5547292	0.986231	0.928386	0.9676963	0.9067773
A_54_P2909 	 mmu-miR-488 	0	0	0.4646683	1.599318	0.5459684	1.263034	0	2.853996	1.646163	0	2.459432	2.662205	0	0	0.8797058	0	1.02148	0	1.38405	0.8946166	0.7036103	1.17047	0.4613499	-0.2758538	0.2422604	0.1910063	0.7091205	0.6681204	0.7371355	0.7767128	0.3258442	0.9085656	0.9605641	0.9676963	0.8585158
A_54_P2926 	 mmu-miR-297b-5p 	0	0.8237494	0	0.1763228	1.95977	0	2.207893	0	1.292782	3.078951	0	1.316146	0	0	1.786596	0	2.238787	2.080658	1.014355	0.7382479	1.457244	0.8902548	1.031671	-0.152007	0.4255734	-0.7189965	-0.1414162	0.7889028	0.7153236	0.5155151	0.8559065	0.9487774	0.9605641	0.9639152	0.9708854
A_54_P2927 	 mmu-miR-297b-5p 	0	0	0.3785116	0	0.8875253	3.249445	0.4646683	0	3.212569	0	0	3.200065	2.634593	0.807355	0	0	3.93546	2.472488	0	0.657377	1.197027	1.323813	1.70236	-0.6664363	-0.5053334	-0.53965	-0.3785471	0.4571087	0.7227489	0.6617991	0.7494063	0.7933054	0.9605641	0.9676963	0.9546892
A_54_P2928 	 mmu-miR-297b-5p 	0	0	2.257011	1.427606	0	3.632268	1.819668	0	0	0.3561438	0	0	2.500802	0	0	2.179511	3.963474	0	1.163499	0.9827918	0.8710515	1.023831	1.221434	-0.04103907	-0.3503821	0.1117403	-0.1976027	0.963224	0.7452857	0.9042968	0.8500778	0.986231	0.9605641	0.9829443	0.9665097
A_54_P2954 	 mmu-miR-450b-5p 	2.200378	1.68681	2.397013	1.122444	1.613254	0	0.320773	1.576092	2.601013	0	0	0	0.1947834	1.478957	1.110165	0.3114652	2.481737	0.852436	1.251674	1.217107	1.666009	0.897054	0.7662979	0.3200532	0.8997107	-0.4489013	0.1307562	0.5380622	0.3986938	0.6535362	0.803958	0.8457982	0.928386	0.9676963	0.9628045
A_54_P2955 	 mmu-miR-450b-5p 	1.459984	0.5980794	2.36362	1.028502	0.8054155	1.383031	1.969864	1.983086	1.321667	0.2794238	2.612354	1.405894	1.726849	1.532604	1.388373	0.4814999	1.238584	0.991423	2.5323	1.31828	1.32157	1.443218	1.750191	-0.1249378	-0.4286204	-0.003289989	-0.3069726	0.7262561	0.5999259	0.9962568	0.5932108	0.9191755	0.9375173	0.9962568	0.90756
